GEO_ID,NAME,DP05_0031PM,DP05_0032E,DP05_0032M,DP05_0032PE,DP05_0032PM,DP05_0033E,DP05_0033M,DP05_0033PE,DP05_0033PM,DP05_0034E,DP05_0034M,DP05_0034PE,DP05_0034PM,DP05_0035E,DP05_0035M,DP05_0035PE,DP05_0035PM,DP05_0036E,DP05_0036M,DP05_0036PE,DP05_0036PM,DP05_0037E,DP05_0037M,DP05_0037PE,DP05_0037PM,DP05_0038E,DP05_0038M,DP05_0038PE,DP05_0038PM,DP05_0039E,DP05_0039M,DP05_0039PE,DP05_0039PM,DP05_0040E,DP05_0040M,DP05_0040PE,DP05_0040PM,DP05_0041E,DP05_0041M,DP05_0041PE,DP05_0041PM,DP05_0042E,DP05_0042M,DP05_0042PE,DP05_0042PM,DP05_0043E,DP05_0043M,DP05_0043PE,DP05_0043PM,DP05_0044E,DP05_0044M,DP05_0044PE,DP05_0044PM,DP05_0045E,DP05_0045M,DP05_0045PE,DP05_0045PM,DP05_0046E,DP05_0046M,DP05_0046PE,DP05_0046PM,DP05_0047E,DP05_0047M,DP05_0047PE,DP05_0047PM,DP05_0048E,DP05_0048M,DP05_0048PE,DP05_0048PM,DP05_0049E,DP05_0049M,DP05_0049PE,DP05_0049PM,DP05_0050E,DP05_0050M,DP05_0050PE,DP05_0050PM,DP05_0051E,DP05_0051M,DP05_0051PE,DP05_0051PM,DP05_0052E,DP05_0052M,DP05_0052PE,DP05_0052PM,DP05_0053E,DP05_0053M,DP05_0053PE,DP05_0053PM,DP05_0054E,DP05_0054M,DP05_0054PE,DP05_0054PM,DP05_0055E,DP05_0055M,DP05_0055PE,DP05_0055PM,DP05_0056E,DP05_0056M,DP05_0056PE,DP05_0056PM,DP05_0057E,DP05_0057M,DP05_0057PE,DP05_0057PM,DP05_0058E,DP05_0058M,DP05_0058PE,DP05_0058PM,DP05_0059E,DP05_0059M,DP05_0059PE,DP05_0059PM,DP05_0060E,DP05_0060M,DP05_0060PE,DP05_0060PM,DP05_0061E,DP05_0061M,DP05_0061PE,DP05_0061PM,DP05_0062E,DP05_0062M,DP05_0062PE,DP05_0062PM,DP05_0063E,DP05_0063M,DP05_0063PE,DP05_0063PM,DP05_0064E,DP05_0064M,DP05_0064PE,DP05_0064PM,DP05_0065E,DP05_0065M,DP05_0065PE,DP05_0065PM,DP05_0066E,DP05_0066M,DP05_0066PE,DP05_0066PM,DP05_0067E,DP05_0067M,DP05_0067PE,DP05_0067PM,DP05_0068E,DP05_0068M,DP05_0068PE,DP05_0068PM,DP05_0069E,DP05_0069M,DP05_0069PE,DP05_0069PM,DP05_0070E,DP05_0070M,DP05_0070PE,DP05_0070PM,DP05_0071E,DP05_0071M,DP05_0071PE,DP05_0071PM,DP05_0072E,DP05_0072M,DP05_0072PE,DP05_0072PM,DP05_0073E,DP05_0073M,DP05_0073PE,DP05_0073PM,DP05_0074E,DP05_0074M,DP05_0074PE,DP05_0074PM,DP05_0075E,DP05_0075M,DP05_0075PE,DP05_0075PM,DP05_0076E,DP05_0076M,DP05_0076PE,DP05_0076PM,DP05_0077E,DP05_0077M,DP05_0077PE,DP05_0077PM,DP05_0078E,DP05_0078M,DP05_0078PE,DP05_0078PM,DP05_0079E,DP05_0079M,DP05_0079PE,DP05_0079PM,DP05_0080E,DP05_0080M,DP05_0080PE,DP05_0080PM,DP05_0081E,DP05_0081M,DP05_0081PE,DP05_0081PM,DP05_0082E,DP05_0082M,DP05_0082PE,DP05_0082PM,DP05_0083E,DP05_0083M,DP05_0083PE,DP05_0083PM,DP05_0084E,DP05_0084M,DP05_0084PE,DP05_0084PM,DP05_0085E,DP05_0085M,DP05_0085PE,DP05_0085PM,DP05_0086E,DP05_0086M,DP05_0086PE,DP05_0086PM,DP05_0087E,DP05_0087M,DP05_0087PE,DP05_0087PM,DP05_0088E,DP05_0088M,DP05_0088PE,DP05_0088PM,DP05_0089E,DP05_0089M,DP05_0089PE,DP05_0089PM,DP05_0001E,DP05_0001M,DP05_0001PE,DP05_0001PM,DP05_0002E,DP05_0002M,DP05_0002PE,DP05_0002PM,DP05_0003E,DP05_0003M,DP05_0003PE,DP05_0003PM,DP05_0004E,DP05_0004M,DP05_0004PE,DP05_0004PM,DP05_0005E,DP05_0005M,DP05_0005PE,DP05_0005PM,DP05_0006E,DP05_0006M,DP05_0006PE,DP05_0006PM,DP05_0007E,DP05_0007M,DP05_0007PE,DP05_0007PM,DP05_0008E,DP05_0008M,DP05_0008PE,DP05_0008PM,DP05_0009E,DP05_0009M,DP05_0009PE,DP05_0009PM,DP05_0010E,DP05_0010M,DP05_0010PE,DP05_0010PM,DP05_0011E,DP05_0011M,DP05_0011PE,DP05_0011PM,DP05_0012E,DP05_0012M,DP05_0012PE,DP05_0012PM,DP05_0013E,DP05_0013M,DP05_0013PE,DP05_0013PM,DP05_0014E,DP05_0014M,DP05_0014PE,DP05_0014PM,DP05_0015E,DP05_0015M,DP05_0015PE,DP05_0015PM,DP05_0016E,DP05_0016M,DP05_0016PE,DP05_0016PM,DP05_0017E,DP05_0017M,DP05_0017PE,DP05_0017PM,DP05_0018E,DP05_0018M,DP05_0018PE,DP05_0018PM,DP05_0019E,DP05_0019M,DP05_0019PE,DP05_0019PM,DP05_0020E,DP05_0020M,DP05_0020PE,DP05_0020PM,DP05_0021E,DP05_0021M,DP05_0021PE,DP05_0021PM,DP05_0022E,DP05_0022M,DP05_0022PE,DP05_0022PM,DP05_0023E,DP05_0023M,DP05_0023PE,DP05_0023PM,DP05_0024E,DP05_0024M,DP05_0024PE,DP05_0024PM,DP05_0025E,DP05_0025M,DP05_0025PE,DP05_0025PM,DP05_0026E,DP05_0026M,DP05_0026PE,DP05_0026PM,DP05_0027E,DP05_0027M,DP05_0027PE,DP05_0027PM,DP05_0028E,DP05_0028M,DP05_0028PE,DP05_0028PM,DP05_0029E,DP05_0029M,DP05_0029PE,DP05_0029PM,DP05_0030E,DP05_0030M,DP05_0030PE,DP05_0030PM,DP05_0031E,DP05_0031M,DP05_0031PE
0500000US04001,"Apache County, Arizona",0.4,83.9,1.4,(X),(X),71522,*****,71522,(X),70384,362,98.4,0.5,1138,362,1.6,0.5,70384,362,98.4,0.5,16362,326,22.9,0.5,513,132,0.7,0.2,52708,293,73.7,0.4,27,30,0,0.1,3,5,0,0.1,50457,471,70.5,0.7,38,30,0.1,0.1,286,78,0.4,0.1,79,71,0.1,0.1,2,4,0,0.1,91,89,0.1,0.1,12,16,0,0.1,36,49,0.1,0.1,65,50,0.1,0.1,1,4,0,0.1,18,17,0,0.1,4,5,0,0.1,4,5,0,0.1,10,15,0,0.1,0,29,0,0.1,497,176,0.7,0.2,1138,362,1.6,0.5,65,119,0.1,0.2,539,260,0.8,0.4,37,63,0.1,0.1,123,60,0.2,0.1,71522,*****,71522,(X),17219,381,24.1,0.5,816,176,1.1,0.2,53582,253,74.9,0.4,418,28,0.6,0.1,105,47,0.1,0.1,650,210,0.9,0.3,71522,*****,71522,(X),4445,*****,6.2,*****,3346,361,4.7,0.5,94,64,0.1,0.1,42,46,0.1,0.1,963,366,1.3,0.5,67077,*****,93.8,*****,13102,9,18.3,0.1,513,132,0.7,0.2,52307,231,73.1,0.3,286,78,0.4,0.1,14,16,0,0.1,21,34,0,0.1,834,285,1.2,0.4,34,50,0,0.1,800,278,1.1,0.4,32809,162,(X),(X),50980,308,50980,(X),25053,277,49.1,0.3,25927,112,50.9,0.3,71522,*****,71522,(X),35240,93,49.3,0.1,36282,93,50.7,0.1,97.1,0.5,(X),(X),4908,70,6.9,0.1,5528,323,7.7,0.5,5833,315,8.2,0.4,5845,128,8.2,0.2,4982,148,7,0.2,8881,194,12.4,0.3,7687,109,10.7,0.2,8676,109,12.1,0.2,4424,238,6.2,0.3,4338,234,6.1,0.3,6183,91,8.6,0.1,3200,172,4.5,0.2,1037,166,1.4,0.2,34.7,0.3,(X),(X),19831,104,27.7,0.1,54045,156,75.6,0.2,51691,104,72.3,0.1,48225,209,67.4,0.3,13001,230,18.2,0.3,10420,90,14.6,0.1,51691,104,51691,(X),25558,106,49.4,0.1,26133,64,50.6,0.1,97.8,0.5,(X),(X),10420,90,10420,(X),4755,43,45.6,0.4,5665,79,54.4
0500000US04003,"Cochise County, Arizona",0.2,92.3,0.6,(X),(X),126279,*****,126279,(X),120541,613,95.5,0.5,5738,613,4.5,0.5,120541,613,95.5,0.5,107243,1094,84.9,0.9,4734,343,3.7,0.3,1642,200,1.3,0.2,114,64,0.1,0.1,26,40,0,0.1,346,171,0.3,0.1,0,29,0,0.1,2362,213,1.9,0.2,39,40,0,0.1,285,134,0.2,0.1,524,141,0.4,0.1,161,83,0.1,0.1,669,175,0.5,0.1,433,189,0.3,0.1,251,101,0.2,0.1,464,84,0.4,0.1,56,46,0,0.1,208,124,0.2,0.1,28,44,0,0.1,172,118,0.1,0.1,4096,761,3.2,0.6,5738,613,4.5,0.5,1270,291,1,0.2,1345,323,1.1,0.3,783,250,0.6,0.2,83,59,0.1,0.1,126279,*****,126279,(X),112010,955,88.7,0.8,6913,335,5.5,0.3,3332,407,2.6,0.3,4173,351,3.3,0.3,1060,265,0.8,0.2,5235,884,4.1,0.7,126279,*****,126279,(X),44598,*****,35.3,*****,39307,895,31.1,0.7,2267,758,1.8,0.6,225,141,0.2,0.1,2799,616,2.2,0.5,81681,*****,64.7,*****,69712,214,55.2,0.2,4455,297,3.5,0.2,1253,147,1,0.1,2333,214,1.8,0.2,420,56,0.3,0.1,291,221,0.2,0.2,3217,404,2.5,0.3,156,81,0.1,0.1,3061,408,2.4,0.3,60883,426,(X),(X),92466,602,92466,(X),47426,357,51.3,0.3,45040,417,48.7,0.3,126279,*****,126279,(X),64135,103,50.8,0.1,62144,103,49.2,0.1,103.2,0.3,(X),(X),7645,39,6.1,0.1,8090,535,6.4,0.4,7439,538,5.9,0.4,7942,157,6.3,0.1,7696,168,6.1,0.1,16031,119,12.7,0.1,13645,136,10.8,0.1,14292,124,11.3,0.1,7370,387,5.8,0.3,9579,373,7.6,0.3,15312,108,12.1,0.1,8567,349,6.8,0.3,2671,327,2.1,0.3,40.6,0.3,(X),(X),27796,*****,22,*****,101377,235,80.3,0.2,98483,*****,78,*****,93396,330,74,0.3,32326,419,25.6,0.3,26550,99,21,0.1,98483,*****,98483,(X),50065,57,50.8,0.1,48418,57,49.2,0.1,103.4,0.2,(X),(X),26550,99,26550,(X),12744,65,48,0.2,13806,69,52
0500000US04005,"Coconino County, Arizona",0.3,91.2,1,(X),(X),140217,*****,140217,(X),135709,682,96.8,0.5,4508,682,3.2,0.5,135709,682,96.8,0.5,89502,778,63.8,0.6,1869,262,1.3,0.2,37388,520,26.7,0.4,100,58,0.1,0.1,10,16,0,0.1,32450,844,23.1,0.6,25,28,0,0.1,2908,277,2.1,0.2,338,170,0.2,0.1,1116,421,0.8,0.3,359,121,0.3,0.1,164,126,0.1,0.1,166,97,0.1,0.1,328,344,0.2,0.2,437,232,0.3,0.2,176,62,0.1,0.1,122,74,0.1,0.1,0,29,0,0.1,0,29,0,0.1,54,56,0,0.1,3866,659,2.8,0.5,4508,682,3.2,0.5,671,262,0.5,0.2,1906,406,1.4,0.3,711,201,0.5,0.1,43,34,0,0.1,140217,*****,140217,(X),93658,965,66.8,0.7,2850,196,2,0.1,39662,433,28.3,0.3,4017,183,2.9,0.1,540,179,0.4,0.1,4484,710,3.2,0.5,140217,*****,140217,(X),19666,*****,14,*****,15934,565,11.4,0.4,598,217,0.4,0.2,185,112,0.1,0.1,2949,521,2.1,0.4,120551,*****,86,*****,75820,254,54.1,0.2,1704,247,1.2,0.2,36365,365,25.9,0.3,2767,263,2,0.2,176,62,0.1,0.1,267,206,0.2,0.1,3452,620,2.5,0.4,140,145,0.1,0.1,3312,594,2.4,0.4,65438,591,(X),(X),106672,561,106672,(X),51550,413,48.3,0.2,55122,321,51.7,0.2,140217,*****,140217,(X),68918,198,49.2,0.1,71299,198,50.8,0.1,96.7,0.5,(X),(X),7860,107,5.6,0.1,7838,495,5.6,0.4,8780,482,6.3,0.3,16137,717,11.5,0.5,17483,651,12.5,0.5,19255,135,13.7,0.1,15166,155,10.8,0.1,14976,163,10.7,0.1,8520,465,6.1,0.3,7943,464,5.7,0.3,10448,83,7.5,0.1,4284,247,3.1,0.2,1527,221,1.1,0.2,30.6,0.1,(X),(X),29647,5,21.1,0.1,114113,203,81.4,0.1,110570,5,78.9,0.1,94962,703,67.7,0.5,21055,339,15,0.2,16259,100,11.6,0.1,110570,5,110570,(X),53886,120,48.7,0.1,56684,120,51.3,0.1,95.1,0.4,(X),(X),16259,100,16259,(X),7754,68,47.7,0.3,8505,64,52.3
0500000US04007,"Gila County, Arizona",0.2,93.6,0.8,(X),(X),53400,*****,53400,(X),51613,356,96.7,0.7,1787,356,3.3,0.7,51613,356,96.7,0.7,41095,535,77,1,317,93,0.6,0.2,8562,236,16,0.4,79,53,0.1,0.1,0,29,0,0.1,403,204,0.8,0.4,98,79,0.2,0.1,486,52,0.9,0.1,0,29,0,0.1,235,141,0.4,0.3,88,88,0.2,0.2,0,29,0,0.1,14,24,0,0.1,0,29,0,0.1,149,128,0.3,0.2,20,28,0,0.1,0,29,0,0.1,0,29,0,0.1,20,28,0,0.1,0,29,0,0.1,1133,498,2.1,0.9,1787,356,3.3,0.7,150,101,0.3,0.2,1267,312,2.4,0.6,94,69,0.2,0.1,24,23,0,0.1,53400,*****,53400,(X),42797,537,80.1,1,506,53,0.9,0.1,9926,239,18.6,0.4,622,70,1.2,0.1,70,80,0.1,0.1,1305,512,2.4,1,53400,*****,53400,(X),9992,*****,18.7,*****,9198,246,17.2,0.5,18,22,0,0.1,45,52,0.1,0.1,731,238,1.4,0.4,43408,*****,81.3,*****,33335,90,62.4,0.2,305,92,0.6,0.2,8410,207,15.7,0.4,471,47,0.9,0.1,0,29,0,0.1,0,29,0,0.1,887,249,1.7,0.5,56,90,0.1,0.2,831,230,1.6,0.4,33411,125,(X),(X),41516,291,41516,(X),20418,150,49.2,0.2,21098,195,50.8,0.2,53400,*****,53400,(X),26370,70,49.4,0.1,27030,70,50.6,0.1,97.6,0.5,(X),(X),3039,59,5.7,0.1,2967,233,5.6,0.4,3108,257,5.8,0.5,2573,182,4.8,0.3,2758,179,5.2,0.3,5188,75,9.7,0.1,4512,76,8.4,0.1,5960,48,11.2,0.1,4023,379,7.5,0.7,4489,390,8.4,0.7,8652,57,16.2,0.1,4746,221,8.9,0.4,1385,219,2.6,0.4,49.7,0.3,(X),(X),10849,86,20.3,0.2,43569,137,81.6,0.3,42551,86,79.7,0.2,41200,255,77.2,0.5,17504,359,32.8,0.7,14783,67,27.7,0.1,42551,86,42551,(X),20848,73,49,0.1,21703,78,51,0.1,96.1,0.6,(X),(X),14783,67,14783,(X),7146,56,48.3,0.2,7637,29,51.7
0500000US04009,"Graham County, Arizona",0.5,87.2,1.8,(X),(X),37879,*****,37879,(X),36770,277,97.1,0.7,1109,277,2.9,0.7,36770,277,97.1,0.7,29917,400,79,1.1,752,93,2,0.2,4808,157,12.7,0.4,20,33,0.1,0.1,0,26,0,0.1,319,116,0.8,0.3,0,26,0,0.1,246,50,0.6,0.1,0,26,0,0.1,66,61,0.2,0.2,83,72,0.2,0.2,0,26,0,0.1,16,19,0,0.1,3,8,0,0.1,78,106,0.2,0.3,51,37,0.1,0.1,16,23,0,0.1,0,26,0,0.1,0,26,0,0.1,35,34,0.1,0.1,996,322,2.6,0.8,1109,277,2.9,0.7,76,72,0.2,0.2,722,266,1.9,0.7,42,42,0.1,0.1,13,24,0,0.1,37879,*****,37879,(X),30908,378,81.6,1,854,81,2.3,0.2,5601,240,14.8,0.6,327,33,0.9,0.1,120,70,0.3,0.2,1185,355,3.1,0.9,37879,*****,37879,(X),12453,*****,32.9,*****,11835,242,31.2,0.6,147,105,0.4,0.3,0,26,0,0.1,471,211,1.2,0.6,25426,*****,67.1,*****,19286,26,50.9,0.1,683,73,1.8,0.2,4745,150,12.5,0.4,246,50,0.6,0.1,51,37,0.1,0.1,0,26,0,0.1,415,142,1.1,0.4,0,26,0,0.1,415,142,1.1,0.4,13416,197,(X),(X),26648,197,26648,(X),14323,203,53.7,0.4,12325,81,46.3,0.4,37879,*****,37879,(X),20330,102,53.7,0.3,17549,102,46.3,0.3,115.8,1.2,(X),(X),2819,68,7.4,0.2,2781,226,7.3,0.6,2965,224,7.8,0.6,2957,56,7.8,0.1,2826,63,7.5,0.2,5722,87,15.1,0.2,4751,85,12.5,0.2,4161,94,11,0.2,1814,157,4.8,0.4,2071,157,5.5,0.4,2882,52,7.6,0.1,1562,109,4.1,0.3,568,105,1.5,0.3,33.3,0.3,(X),(X),10333,81,27.3,0.2,28750,140,75.9,0.4,27546,81,72.7,0.2,25763,174,68,0.5,6268,166,16.5,0.4,5012,50,13.2,0.1,27546,81,27546,(X),15095,94,54.8,0.3,12451,82,45.2,0.3,121.2,1.4,(X),(X),5012,50,5012,(X),2334,43,46.6,0.5,2678,23,53.4
0500000US04011,"Greenlee County, Arizona",0.5,88.4,1.7,(X),(X),9504,*****,9504,(X),9483,19,99.8,0.2,21,19,0.2,0.2,9483,19,99.8,0.2,8642,125,90.9,1.3,213,16,2.2,0.2,436,81,4.6,0.9,0,17,0,0.4,0,17,0,0.4,225,113,2.4,1.2,0,17,0,0.4,29,30,0.3,0.3,5,9,0.1,0.1,0,17,0,0.4,18,25,0.2,0.3,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,6,13,0.1,0.1,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,163,100,1.7,1.1,21,19,0.2,0.2,6,11,0.1,0.1,6,8,0.1,0.1,6,9,0.1,0.1,0,17,0,0.4,9504,*****,9504,(X),8663,126,91.2,1.3,219,16,2.3,0.2,442,82,4.7,0.9,35,30,0.4,0.3,0,17,0,0.4,166,99,1.7,1,9504,*****,9504,(X),4414,*****,46.4,*****,4236,102,44.6,1.1,4,6,0,0.1,0,17,0,0.4,174,102,1.8,1.1,5090,*****,53.6,*****,4474,17,47.1,0.4,203,7,2.1,0.1,369,30,3.9,0.3,29,30,0.3,0.3,0,17,0,0.4,0,17,0,0.4,15,12,0.2,0.1,0,17,0,0.4,15,12,0.2,0.1,4435,42,(X),(X),6662,84,6662,(X),3409,58,51.2,0.6,3253,57,48.8,0.6,9504,*****,9504,(X),5064,71,53.3,0.8,4440,71,46.7,0.8,114.1,3.4,(X),(X),697,34,7.3,0.4,739,108,7.8,1.1,756,107,8,1.1,717,87,7.5,0.9,640,120,6.7,1.3,1382,119,14.5,1.3,1303,135,13.7,1.4,1035,135,10.9,1.4,537,85,5.7,0.9,543,87,5.7,0.9,528,66,5.6,0.7,529,70,5.6,0.7,98,40,1,0.4,34.2,0.8,(X),(X),2639,*****,27.8,*****,7125,72,75,0.8,6865,*****,72.2,*****,6503,91,68.4,1,1450,79,15.3,0.8,1155,22,12.2,0.2,6865,*****,6865,(X),3504,26,51,0.4,3361,26,49,0.4,104.3,1.6,(X),(X),1155,22,1155,(X),542,12,46.9,0.5,613,13,53.1
0500000US04012,"La Paz County, Arizona",0.2,111.2,0.9,(X),(X),20701,*****,20701,(X),20106,152,97.1,0.7,595,152,2.9,0.7,20106,152,97.1,0.7,15914,363,76.9,1.8,170,60,0.8,0.3,2924,238,14.1,1.2,41,33,0.2,0.2,19,25,0.1,0.1,201,95,1,0.5,0,23,0,0.2,158,29,0.8,0.1,6,13,0,0.1,93,89,0.4,0.4,55,65,0.3,0.3,0,23,0,0.2,2,5,0,0.1,0,23,0,0.2,2,5,0,0.1,8,13,0,0.1,8,13,0,0.1,0,23,0,0.2,0,23,0,0.2,0,23,0,0.2,932,299,4.5,1.4,595,152,2.9,0.7,133,70,0.6,0.3,297,111,1.4,0.5,18,26,0.1,0.1,58,48,0.3,0.2,20701,*****,20701,(X),16437,350,79.4,1.7,365,58,1.8,0.3,3284,229,15.9,1.1,182,12,0.9,0.1,21,21,0.1,0.1,1015,306,4.9,1.5,20701,*****,20701,(X),5614,*****,27.1,*****,5282,153,25.5,0.7,26,26,0.1,0.1,16,20,0.1,0.1,290,151,1.4,0.7,15087,*****,72.9,*****,11973,23,57.8,0.2,168,59,0.8,0.3,2346,107,11.3,0.5,158,29,0.8,0.1,8,13,0,0.1,0,23,0,0.2,434,120,2.1,0.6,0,23,0,0.2,434,120,2.1,0.6,16274,44,(X),(X),15772,420,15772,(X),7975,311,50.6,1,7797,201,49.4,1,20701,*****,20701,(X),10677,76,51.6,0.4,10024,76,48.4,0.4,106.5,1.6,(X),(X),961,21,4.6,0.1,1026,141,5,0.7,880,140,4.3,0.7,1015,124,4.9,0.6,909,131,4.4,0.6,1768,90,8.5,0.4,1600,59,7.7,0.3,1969,91,9.5,0.4,1236,260,6,1.3,1490,265,7.2,1.3,3883,47,18.8,0.2,3358,221,16.2,1.1,606,199,2.9,1,56,0.5,(X),(X),3413,27,16.5,0.1,17724,55,85.6,0.3,17288,27,83.5,0.1,16649,133,80.4,0.6,8943,298,43.2,1.4,7847,33,37.9,0.2,17288,27,17288,(X),8804,48,50.9,0.2,8484,39,49.1,0.2,103.8,1,(X),(X),7847,33,7847,(X),4132,33,52.7,0.2,3715,2,47.3
0500000US04013,"Maricopa County, Arizona",*****,82,*****,(X),(X),4253913,*****,4253913,(X),4099917,4683,96.4,0.1,153996,4683,3.6,0.1,4099917,4683,96.4,0.1,3301814,7843,77.6,0.2,232690,2449,5.5,0.1,82699,1859,1.9,0.1,1135,231,0,0.1,348,182,0,0.1,30089,2216,0.7,0.1,867,304,0,0.1,176740,2073,4.2,0.1,49846,2460,1.2,0.1,33044,1890,0.8,0.1,31669,2178,0.7,0.1,6682,651,0.2,0.1,10737,1068,0.3,0.1,23162,1724,0.5,0.1,21600,1812,0.5,0.1,9405,572,0.2,0.1,1963,396,0,0.1,2169,522,0.1,0.1,1170,370,0,0.1,4103,658,0.1,0.1,296569,6472,7,0.2,153996,4683,3.6,0.1,38621,1951,0.9,0.1,25207,1765,0.6,0.1,32210,1684,0.8,0.1,4005,837,0.1,0.1,4253913,*****,4253913,(X),3434157,7520,80.7,0.2,289587,1776,6.8,0.1,122387,2726,2.9,0.1,224419,1530,5.3,0.1,20058,1081,0.5,0.1,331508,7257,7.8,0.2,4253913,*****,4253913,(X),1311091,*****,30.8,*****,1152230,4888,27.1,0.1,30265,1937,0.7,0.1,11196,1412,0.3,0.1,117400,4490,2.8,0.1,2942822,*****,69.2,*****,2368876,1082,55.7,0.1,220519,2237,5.2,0.1,67454,1180,1.6,0.1,172890,1858,4.1,0.1,8337,429,0.2,0.1,6437,1136,0.2,0.1,98309,3349,2.3,0.1,3369,540,0.1,0.1,94940,3300,2.2,0.1,1719157,1008,(X),(X),2860362,4909,2860362,(X),1395491,2922,48.8,0.1,1464871,3209,51.2,0.1,4253913,*****,4253913,(X),2104145,*****,49.5,*****,2149768,*****,50.5,*****,97.9,*****,(X),(X),279161,*****,6.6,*****,288352,3084,6.8,0.1,298170,3083,7,0.1,288250,*****,6.8,*****,288489,*****,6.8,*****,616000,*****,14.5,*****,557229,*****,13.1,*****,541839,*****,12.7,*****,251853,2158,5.9,0.1,229293,2159,5.4,0.1,358732,73,8.4,0.1,183578,1622,4.3,0.1,72967,1604,1.7,0.1,36.1,0.1,(X),(X),1042245,*****,24.5,*****,3329961,1418,78.3,0.1,3211668,*****,75.5,*****,3040472,1612,71.5,0.1,750661,2069,17.6,0.1,615277,*****,14.5,*****,3211668,*****,3211668,(X),1572043,*****,48.9,*****,1639625,*****,51.1,*****,95.9,*****,(X),(X),615277,*****,615277,(X),277277,*****,45.1,*****,338000,*****,54.9
0500000US04015,"Mohave County, Arizona",0.1,99.5,0.4,(X),(X),206064,*****,206064,(X),201631,607,97.8,0.3,4433,607,2.2,0.3,201631,607,97.8,0.3,186510,1015,90.5,0.5,2262,296,1.1,0.1,4862,358,2.4,0.2,299,140,0.1,0.1,0,29,0,0.1,676,337,0.3,0.2,107,86,0.1,0.1,2512,216,1.2,0.1,297,245,0.1,0.1,600,369,0.3,0.2,923,270,0.4,0.1,125,65,0.1,0.1,169,95,0.1,0.1,142,94,0.1,0.1,256,133,0.1,0.1,509,136,0.2,0.1,398,168,0.2,0.1,62,70,0,0.1,49,66,0,0.1,0,29,0,0.1,4976,906,2.4,0.4,4433,607,2.2,0.3,872,295,0.4,0.1,1773,332,0.9,0.2,521,169,0.3,0.1,7,12,0,0.1,206064,*****,206064,(X),190542,1093,92.5,0.5,3301,232,1.6,0.1,6815,251,3.3,0.1,3463,157,1.7,0.1,883,141,0.4,0.1,5740,965,2.8,0.5,206064,*****,206064,(X),33481,*****,16.2,*****,29194,686,14.2,0.3,712,251,0.3,0.1,289,132,0.1,0.1,3286,597,1.6,0.3,172583,*****,83.8,*****,159907,159,77.6,0.1,2030,238,1,0.1,4344,300,2.1,0.1,2427,186,1.2,0.1,446,122,0.2,0.1,159,157,0.1,0.1,3270,458,1.6,0.2,49,34,0,0.1,3221,459,1.6,0.2,113876,286,(X),(X),162399,796,162399,(X),81883,509,50.4,0.2,80516,458,49.6,0.2,206064,*****,206064,(X),104047,138,50.5,0.1,102017,138,49.5,0.1,102,0.3,(X),(X),9137,83,4.4,0.1,10058,583,4.9,0.3,11164,585,5.4,0.3,10146,118,4.9,0.1,9671,173,4.7,0.1,20728,200,10.1,0.1,18970,166,9.2,0.1,23867,114,11.6,0.1,16181,671,7.9,0.3,16805,688,8.2,0.3,34286,148,16.6,0.1,19369,577,9.4,0.3,5682,551,2.8,0.3,50.9,0.2,(X),(X),36884,129,17.9,0.1,173770,293,84.3,0.1,169180,129,82.1,0.1,163596,369,79.4,0.2,70138,654,34,0.3,59337,155,28.8,0.1,169180,129,169180,(X),85289,71,50.4,0.1,83891,103,49.6,0.1,101.7,0.1,(X),(X),59337,155,59337,(X),29593,105,49.9,0.1,29744,96,50.1
